Sirket	Urun	Tur Adi	Inc	Ram	Isletim Sistemi	Agirlik	Ekran	Ekran Genisligi	Ekran Yuksekligi	Dokunmatik Ekran	IPS Panel	Retina Ekran	Islemci Sirketi	Islemci Frekansi	Islemci Modeli	Birincil Depolama	Ikincil Depolama	Birincil Depolama Turu	Ikincil Depolama Turu	Grafik Karti Sirketi	Grafik Karti Modeli	Fiyat(TürkLirasi)
Acer	Swift 3	Ultrabook	14.0	8.0	Windows 10	1.8	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	Graphics 620	34003.0
Razer	Blade Pro	Gaming	14.0	16.0	Windows 10	1.95	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	0.0	SSD	No	Nvidia	GeForce GTX 1060	96163.0
Toshiba	Portege Z30-C-16J	Notebook	13.3	8.0	Windows 10	1.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	44881.0
Lenovo	Thinkpad X270	Ultrabook	12.5	8.0	Windows 10	1.36	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	58608.0
Asus	ROG G701VI	Gaming	17.3	32.0	Windows 10	3.8	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 6820HK	512.0	0.0	SSD	No	Nvidia	GeForce GTX 1080	103563.0
Acer	A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce	Gaming	15.6	8.0	Linux	2.4	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7300HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1050	26233.0
Dell	XPS 13	Ultrabook	13.3	8.0	Windows 10	1.2	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	53646.3
MSI	GL62M 7REX	Gaming	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050 Ti	44096.6
HP	250 G6	Notebook	15.6	4.0	No OS	1.86	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	500.0	0.0	HDD	No	Intel	HD Graphics 520	13501.3
Toshiba	Tecra A50-D-11M	Notebook	15.6	8.0	Windows 10	2.0	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	Intel	HD Graphics 620	39368.0
Dell	Inspiron 5570	Notebook	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	256.0	0.0	SSD	No	AMD	Radeon 530	34003.0
Dell	Inspiron 5570	Notebook	15.6	16.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	256.0	2048.0	SSD	HDD	AMD	Radeon 530	41995.0
Lenovo	IdeaPad Y700-15ISK	Gaming	15.6	8.0	Windows 10	3.31	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 960	44252.0
Dell	Alienware 17	Gaming	17.3	32.0	Windows 10	4.42	4K Ultra HD	3840.0	2160.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	512.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	116452.69
Dell	Latitude E7470	Notebook	14.0	8.0	Windows 10	1.56	Full HD	1920.0	1080.0	No	No	No	Intel	2.4	Core i5 6300U	256.0	0.0	SSD	No	Intel	HD Graphics 520	45473.0
Lenovo	Ideapad 320-15IAP	Notebook	15.6	4.0	Windows 10	2.2	Standard	1366.0	768.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	500.0	0.0	HDD	No	Intel	HD Graphics 500	15503.0
Lenovo	IdeaPad 320-15ISK	Notebook	15.6	4.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	500.0	0.0	HDD	No	Intel	HD Graphics 520	19795.0
HP	15-ay047nv (i3-6006U/6GB/1TB/Radeon	Notebook	15.6	6.0	Windows 10	2.04	Standard	1920.0	1080.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	AMD	Radeon R5 M430	19943.0
MSI	GP72VR Leopard	Gaming	17.3	8.0	Windows 10	2.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	55010.49
Toshiba	Satellite Pro	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.1	Core i3 6100U	128.0	0.0	SSD	No	Intel	HD Graphics 520	18426.0
Dell	Latitude 3580	Notebook	15.6	8.0	Windows 10	2.06	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	35335.0
HP	15-bs012nv (i7-7500U/8GB/1TB/Radeon	Notebook	15.6	8.0	Windows 10	2.1	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	1024.0	0.0	HDD	No	AMD	Radeon 530	27565.0
Toshiba	Tecra Z50-D-10E	Notebook	15.6	8.0	Windows 10	2.0	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	46546.0
Acer	Aspire 3	Notebook	15.6	4.0	Linux	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	128.0	0.0	SSD	No	Intel	HD Graphics 520	15244.0
Microsoft	Surface Laptop	Ultrabook	13.5	8.0	Windows 10 S	1.252	Standard	2256.0	1504.0	Yes	No	No	Intel	2.8	Core i7 7600U	256.0	0.0	SSD	No	Intel	Iris Plus Graphics 640	69110.45
Lenovo	V310-15ISK (i5-7200U/8GB/1TB	Notebook	15.6	8.0	Windows 10	1.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	128.0	1024.0	SSD	HDD	AMD	Radeon R5 M430	30264.15
Lenovo	Yoga 720-13IKB	2 in 1 Convertible	13.3	8.0	Windows 10	1.3	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	38258.0
Lenovo	IdeaPad 320-15AST	Notebook	15.6	4.0	Windows 10	2.2	Standard	1366.0	768.0	No	No	No	AMD	2.2	E-Series E2-9000	128.0	0.0	SSD	No	AMD	Radeon R2 Graphics	12913.0
HP	Pavilion X360	2 in 1 Convertible	14.0	4.0	Windows 10	1.63	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.4	Core i3 7100U	128.0	0.0	SSD	No	Nvidia	GeForce 940MX	25863.0
MSI	GP62 7RDX	Gaming	15.6	16.0	Windows 10	2.4	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	47878.0
Asus	Zenbook 3	Ultrabook	14.0	8.0	Windows 10	1.1	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	41995.0
HP	Chromebook X360	2 in 1 Convertible	11.6	8.0	Chrome OS	1.4	Standard	1366.0	768.0	Yes	No	No	Intel	1.1	Celeron Dual Core N3350	64.0	0.0	Flash Storage	No	Intel	HD Graphics 500	18315.0
LG	Gram 15Z975	Ultrabook	15.6	8.0	Windows 10	1.09	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.8	Core i7 8550U	512.0	0.0	SSD	No	Intel	HD Graphics 620	85063.0
Acer	Aspire VX5-591G	Gaming	15.6	16.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7300HQ	256.0	0.0	SSD	No	Nvidia	GeForce GTX 1050 Ti	48063.0
MSI	GV62M 7RD	Gaming	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7300HQ	256.0	0.0	SSD	No	Nvidia	GeForce GTX 1050	36922.299999999996
Asus	L502NA-GO052T (N3350/4GB/128GB/W10)	Notebook	15.6	4.0	Windows 10	1.86	Standard	1366.0	768.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	128.0	0.0	SSD	No	Intel	HD Graphics 500	15503.0
Dell	Alienware 15	Gaming	15.6	16.0	Windows 10	3.21	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7300HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	75887.0
HP	17-bs000nv I3	Notebook	17.3	4.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.0	Core i3 6006U	256.0	0.0	SSD	No	AMD	Radeon R5 520	25863.0
Lenovo	Yoga 730	2 in 1 Convertible	13.3	8.0	Windows 10	1.19	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	1.8	Core i7 8550U	512.0	0.0	SSD	No	Intel	UHD Graphics 620	55463.0
Dell	Alienware 15	Gaming	15.6	16.0	Windows 10	3.49	Full HD	1920.0	1080.0	No	No	No	Intel	2.9	Core i7 7820HK	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	104108.75
HP	250 G6	Notebook	15.6	4.0	Windows 10	1.86	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	AMD	Radeon 520	22666.57
Dell	Inspiron 3567	Notebook	15.6	4.0	Windows 10	2.2	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	AMD	Radeon R5 M430	20189.789999999997
HP	17-Y002nv (A10-9600P/6GB/2TB/Radeon	Notebook	17.3	6.0	Windows 10	2.65	Full HD	1920.0	1080.0	No	Yes	No	AMD	2.4	A10-Series 9600P	2048.0	0.0	HDD	No	AMD	Radeon R7 M440	21053.0
Lenovo	V110-15ISK (3855U/4GB/500GB/W10)	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core 3855U	500.0	0.0	HDD	No	Intel	HD Graphics 510	11766.0
Acer	Chromebook 14	Notebook	14.0	4.0	Chrome OS	1.45	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core 3855U	32.0	0.0	Flash Storage	No	Intel	HD Graphics 510	13875.0
Lenovo	IdeaPad 520s-14IKB	Notebook	14.0	4.0	Windows 10	1.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	25863.0
HP	ZBook 17	Workstation	17.3	8.0	Windows 10	3.14	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	500.0	0.0	HDD	No	Nvidia	Quadro M1200	70595.63
Lenovo	ThinkPad X1	2 in 1 Convertible	14.0	8.0	Windows 10	1.42	Standard	2560.0	1440.0	Yes	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	95830.0
Toshiba	Satellite Pro	Notebook	13.3	8.0	Windows 10	1.5	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	36001.0
Acer	TravelMate B117-M	Netbook	11.6	4.0	Windows 10	1.4	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core N3050	32.0	0.0	Flash Storage	No	Intel	HD Graphics	9953.0
Lenovo	Yoga 910-13IKB	2 in 1 Convertible	14.0	16.0	Windows 10	1.38	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	64713.0
Asus	Chromebook Flip	2 in 1 Convertible	12.5	4.0	Chrome OS	1.2	Full HD	1920.0	1080.0	Yes	No	No	Intel	0.9	Core M M3-6Y30	64.0	0.0	Flash Storage	No	Intel	HD Graphics 515	24753.0
Toshiba	Portege Z30T-C-133	Ultrabook	13.3	16.0	Windows 10	1.36	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.5	Core i7 6500U	512.0	0.0	SSD	No	Intel	HD Graphics 520	69449.0
HP	15-bs011nv (i7-7500U/4GB/500GB/Radeon	Notebook	15.6	4.0	Windows 10	2.1	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7500U	500.0	0.0	HDD	No	AMD	Radeon 530	25493.0
Dell	Inspiron 5577	Gaming	15.6	8.0	Windows 10	2.56	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7300HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1050	30303.0
Lenovo	IdeaPad 320-15AST	Notebook	15.6	4.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	AMD	2.9	A9-Series 9420	256.0	0.0	SSD	No	AMD	Radeon 530	14763.0
Lenovo	IdeaPad 320-15ABR	Notebook	15.6	8.0	Windows 10	2.2	Standard	1366.0	768.0	No	No	No	AMD	3.6	A12-Series 9720P	1024.0	0.0	HDD	No	AMD	Radeon R7	15873.0
Lenovo	V310-15IKB (i5-7200U/4GB/1TB/FHD/W10)	Notebook	15.6	4.0	Windows 10	2.1	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	1024.0	HDD	HDD	Intel	HD Graphics 620	22993.65
Lenovo	V310-15ISK (i3-6006U/4GB/500GB/No	Notebook	15.6	4.0	No OS	1.9	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	500.0	0.0	HDD	No	Intel	HD Graphics 520	16650.0
Dell	Vostro 5568	Notebook	15.6	8.0	Windows 10	2.18	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	29415.0
Acer	Spin 5	2 in 1 Convertible	13.3	8.0	Windows 10	1.6	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	36963.0
Lenovo	ThinkPad P51s	Workstation	15.6	16.0	Windows 7	2.18	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i7 6500U	512.0	0.0	SSD	No	Nvidia	Quadro M520M	68635.0
Lenovo	Thinkpad T460p	Notebook	14.0	8.0	Windows 10	1.8	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6300HQ	256.0	0.0	SSD	No	Intel	HD Graphics 520	44067.0
HP	17-ak002nv (A10-9620P/6GB/2TB/Radeon	Notebook	17.3	6.0	Windows 10	2.71	Full HD	1920.0	1080.0	No	Yes	No	AMD	2.5	A10-Series 9620P	2048.0	0.0	HDD	No	AMD	Radeon 530	24235.37
Lenovo	Legion Y520-15IKBN	Gaming	15.6	8.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050 Ti	46213.0
Dell	Latitude 5480	Notebook	14.0	8.0	Linux	1.64	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i5 7440HQ	256.0	0.0	SSD	No	Nvidia	GeForce 930MX	40293.0
Dell	Vostro 5568	Notebook	15.6	8.0	Linux	1.98	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	26862.0
Asus	VivoBook E403NA	Notebook	14.0	4.0	Windows 10	1.5	Full HD	1920.0	1080.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	32.0	0.0	Flash Storage	No	Intel	HD Graphics 500	11026.0
Dell	Latitude 5580	Notebook	15.6	16.0	Windows 10	1.93	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i5 7300U	512.0	0.0	SSD	No	Intel	HD Graphics 620	52786.420000000006
Lenovo	Thinkpad E470	Notebook	14.0	8.0	Windows 10	1.87	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Nvidia	GeForce 920MX	31711.59
Dell	Latitude 5580	Notebook	15.6	8.0	Windows 10	1.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i5 7300U	256.0	0.0	SSD	No	Intel	HD Graphics 620	43623.0
Lenovo	110-15ACL (A6-7310/4GB/500GB/W10)	Notebook	15.6	4.0	Windows 10	2.19	Standard	1366.0	768.0	No	No	No	AMD	2.0	A6-Series 7310	500.0	0.0	HDD	No	AMD	Radeon R4	11026.0
Mediacom	Smartbook 142	Notebook	14.0	4.0	Windows 10	1.4	Full HD	1920.0	1200.0	No	Yes	No	Intel	1.92	Atom Z8350	32.0	0.0	HDD	No	Intel	HD Graphics 400	9805.0
HP	ProBook 470	Notebook	17.3	8.0	Windows 10	2.63	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Nvidia	GeForce 930MX	44400.0
Lenovo	ThinkPad X1	Ultrabook	14.0	8.0	Windows 10	1.17	Quad HD+	2560.0	1440.0	No	Yes	No	Intel	2.5	Core i7 6500U	512.0	0.0	SSD	No	Intel	HD Graphics 520	62405.68
HP	Pavilion X360	2 in 1 Convertible	13.3	8.0	Windows 10	1.58	Standard	1366.0	768.0	Yes	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	30954.2
Lenovo	ThinkPad T470s	Ultrabook	14.0	8.0	Windows 10	1.32	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	55463.0
Dell	Alienware 17	Gaming	17.3	32.0	Windows 10	4.36	4K Ultra HD	3840.0	2160.0	No	No	No	Intel	2.8	Core i7 7700HQ	1024.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	135397.80000000002
MSI	GL72M 7REX	Gaming	17.3	8.0	Windows 10	2.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050 Ti	49893.76
Lenovo	V310-15IKB (i5-7200U/4GB/1TB/No	Notebook	15.6	4.0	No OS	1.9	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	18126.3
Dell	Inspiron 5570	Notebook	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	128.0	1024.0	SSD	HDD	AMD	Radeon 530	26603.0
Dell	Inspiron 5378	2 in 1 Convertible	13.3	4.0	Windows 10	1.71	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.4	Core i3 7100U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	24013.0
Dell	Inspiron 5567	Notebook	15.6	8.0	Linux	2.32	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	AMD	Radeon R7 M445	21812.239999999998
HP	15-BW037na (A9-9420/4GB/1TB/Radeon	Notebook	15.6	4.0	Windows 10	2.1	Full HD	1920.0	1080.0	No	No	No	AMD	3.0	A9-Series 9420	1024.0	0.0	HDD	No	AMD	Radeon 520	18093.0
Acer	Predator 17	Gaming	17.3	16.0	Windows 10	4.2	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	71595.0
Dell	Inspiron 3567	Notebook	15.6	12.0	Windows 10	2.25	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	24013.0
HP	15-BW091ND (A9-9420/6GB/1TB	Notebook	15.6	6.0	Windows 10	2.1	Full HD	1920.0	1080.0	No	No	No	AMD	3.0	A9-Series A9-9420	128.0	1024.0	SSD	HDD	AMD	Radeon 520	24050.0
Acer	Extensa EX2540-58KR	Notebook	15.6	4.0	Windows 10	2.4	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	Intel	HD Graphics 620	20683.0
Lenovo	ThinkPad 13	Notebook	13.3	8.0	Windows 10	1.44	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	35520.0
Lenovo	V310-15IKB (i7-7500U/4GB/1TB/FHD/W10)	Notebook	15.6	4.0	Windows 10	1.85	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	28823.0
HP	ZBook 15	Workstation	15.6	16.0	Windows 10	2.6	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	0.0	SSD	No	Nvidia	Quadro M2200	89503.0
Dell	Inspiron 5379	2 in 1 Convertible	13.3	8.0	Windows 10	1.55	Full HD	1920.0	1080.0	Yes	No	No	Intel	1.6	Core i5 8250U	1024.0	0.0	HDD	No	Intel	UHD Graphics 620	24383.0
MSI	GS63VR 7RF	Gaming	15.6	16.0	Windows 10	1.8	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	77495.76
Acer	Aspire ES1-572	Notebook	15.6	4.0	Windows 10	2.4	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	500.0	0.0	HDD	No	Intel	HD Graphics 520	15199.6
Dell	Inspiron 7560	Notebook	15.6	8.0	Windows 10	2.0	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	128.0	1024.0	SSD	HDD	Nvidia	GeForce 940MX	44659.0
Dell	Vostro 3568	Notebook	15.6	8.0	Windows 10	2.0	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	256.0	0.0	SSD	No	Intel	HD Graphics 520	24605.0
Toshiba	Tecra X40-D-10G	Notebook	14.0	8.0	Windows 10	1.25	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	56795.0
Lenovo	Flex 5	2 in 1 Convertible	14.0	8.0	Windows 10	1.7	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	36963.0
Lenovo	Thinkpad P51s	Workstation	15.6	16.0	Windows 10	2.5	4K Ultra HD	3840.0	2160.0	No	Yes	No	Intel	2.8	Core i7 7600U	1024.0	0.0	SSD	No	Nvidia	Quadro M520M	122063.0
Acer	Chromebook 14	Notebook	14.0	2.0	Chrome OS	1.68	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core N3060	32.0	0.0	Flash Storage	No	Intel	HD Graphics 400	12210.0
Samsung	Notebook 9	Ultrabook	13.3	16.0	Windows 10	0.81	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	61013.0
HP	250 G6	Notebook	15.6	8.0	Windows 10	1.86	Full HD	1920.0	1080.0	No	No	No	Intel	2.0	Core i3 6006U	256.0	0.0	SSD	No	Intel	HD Graphics 520	19943.0
Dell	Latitude 5480	Notebook	14.0	8.0	Windows 10	1.6	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	41688.270000000004
HP	Zbook 17	Workstation	17.3	16.0	Windows 7	3.0	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.9	Xeon E3-1535M v5	256.0	0.0	SSD	No	Nvidia	Quadro M2000M	162393.0
Lenovo	N23 (N3060/4GB/128GB/W10)	Netbook	11.6	4.0	Windows 10	1.4	Standard	1366.0	768.0	Yes	No	No	Intel	1.6	Celeron Dual Core N3060	128.0	0.0	SSD	No	Intel	HD Graphics 400	17575.0
HP	EliteBook 850	Notebook	15.6	8.0	Windows 10	1.84	Full HD	1920.0	1080.0	No	No	No	Intel	2.4	Core i5 6300U	256.0	0.0	SSD	No	Intel	HD Graphics 520	70300.0
Asus	X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce	Notebook	15.6	4.0	No OS	2.45	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6300HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 950M	21423.0
Lenovo	Thinkpad T460	Ultrabook	14.0	4.0	Windows 10	1.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	180.0	0.0	SSD	No	Intel	HD Graphics 520	40552.0
Asus	Pro P2540UA-XO0192R	Notebook	15.6	4.0	Windows 10	2.37	Standard	1366.0	768.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	31446.3
Lenovo	Yoga 900-13ISK	2 in 1 Convertible	13.3	8.0	Windows 10	1.3	Quad HD+	3200.0	1800.0	Yes	Yes	No	Intel	1.8	Core i5 6260U	256.0	0.0	SSD	No	Intel	HD Graphics 540	44363.0
HP	15-cb003na (i5-7300HQ/8GB/1TB	Notebook	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7300HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	40663.0
HP	ZBook 15	Workstation	15.6	8.0	Windows 7	2.59	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i7 6700HQ	256.0	0.0	SSD	No	Nvidia	Quadro M1000M	57757.0
Dell	Alienware 17	Gaming	15.6	16.0	Windows 10	4.42	4K Ultra HD	3840.0	2160.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	106152.62999999999
Acer	Aspire 3	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	22163.0
Lenovo	Legion Y520-15IKBN	Gaming	15.6	8.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	38776.0
Dell	Latitude 7280	Ultrabook	12.5	16.0	Windows 10	1.18	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7600U	256.0	0.0	SSD	No	Intel	HD Graphics 620	68783.0
Google	Pixelbook (Core	Ultrabook	12.3	8.0	Chrome OS	1.1	Standard	2400.0	1600.0	Yes	No	No	Intel	1.2	Core i5 7Y57	256.0	0.0	SSD	No	Intel	HD Graphics 615	57683.0
Asus	Zenbook UX330UA-AH5Q	Ultrabook	13.3	8.0	Windows 10	1.2	Quad HD+	3200.0	1800.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	41773.0
Dell	Latitude 3380	Notebook	13.3	4.0	Windows 10	1.65	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	500.0	0.0	HDD	No	Intel	HD Graphics 520	31413.0
Acer	TravelMate P238-M	Notebook	13.3	4.0	Windows 10	1.6	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i5 6200U	128.0	0.0	SSD	No	Intel	HD Graphics 520	24235.0
Asus	X751NV-TY001 (N4200/4GB/1TB/GeForce	Notebook	17.3	4.0	Windows 10	2.8	Standard	1366.0	768.0	No	No	No	Intel	1.1	Pentium Quad Core N4200	1024.0	0.0	HDD	No	Nvidia	GeForce 920MX	17402.579999999998
